Date_Scrap,Power Station,Plant Name,Location,Latitude,Longitude,Confidence_Location,Unit name,Status,Fuel(s),Capacity (MW),Technology,Start year,Retired year,Owner,URL,
1/23/2024,Gare Pelma power station,Gare Pelma power station,"Gharghoda, Gharghoda and Tamnar, Raigarh, Chhattisgarh, India",22.1525,83.352778,exact,Unit 4,cancelled,coal - bituminous,660,subcritical,,,Government of Maharashtra [100.0%],https://www.gem.wiki/Gare_Pelma_power_station,
1/23/2024,Gare Pelma power station,Gare Pelma power station,"Gharghoda, Gharghoda and Tamnar, Raigarh, Chhattisgarh, India",22.1525,83.352778,exact,Unit 3,cancelled,coal - bituminous,660,subcritical,,,Government of Maharashtra [100.0%],https://www.gem.wiki/Gare_Pelma_power_station,
1/23/2024,Garo Hills power station,Garo Hills power station,"Darugiri, South Garo Hills, Meghalaya, India",25.49546,90.61682,approximate,Unit 1,cancelled,coal - unknown,500,subcritical,,,North Eastern Electric Power Corp Ltd (NEEPCO) [100.0%],https://www.gem.wiki/Garo_Hills_power_station,
1/23/2024,Gayatree power station,Gayatree power station,"Etah, Etah, Uttar Pradesh, India",27.63,78.67,approximate,Unit 2,cancelled,coal - unknown,660,supercritical,,,Gayatri Projects [100.0%],https://www.gem.wiki/Gayatree_power_station,
1/23/2024,Gayatree power station,Gayatree power station,"Etah, Etah, Uttar Pradesh, India",27.63,78.67,approximate,Unit 1,cancelled,coal - unknown,660,supercritical,,,Gayatri Projects [100.0%],https://www.gem.wiki/Gayatree_power_station,
1/23/2024,Ghatampur power station,Ghatampur power station,"Answer-Mau, Ghatampur, Kanpur Nagar, Uttar Pradesh, India",25.975,80.1889,exact,Unit 2,construction,coal - lignite,660,supercritical,2024,,Neyveli Uttar Pradesh Power Ltd (NUPPL) [100.0%],https://www.gem.wiki/Ghatampur_power_station,
1/23/2024,Ghatampur power station,Ghatampur power station,"Answer-Mau, Ghatampur, Kanpur Nagar, Uttar Pradesh, India",25.975,80.1889,exact,Unit 3,construction,coal - lignite,660,supercritical,2024,,Neyveli Uttar Pradesh Power Ltd (NUPPL) [100.0%],https://www.gem.wiki/Ghatampur_power_station,
1/23/2024,Ghatampur power station,Ghatampur power station,"Answer-Mau, Ghatampur, Kanpur Nagar, Uttar Pradesh, India",25.975,80.1889,exact,Unit 1,construction,coal - lignite,660,supercritical,2024,,Neyveli Uttar Pradesh Power Ltd (NUPPL) [100.0%],https://www.gem.wiki/Ghatampur_power_station,
1/23/2024,Ghataprabha power station,Ghataprabha power station,"Vantamuri, Hukkeri, Belgaum, Karnataka, India",16.23,74.6,approximate,Unit 2,cancelled,coal - unknown,660,supercritical,,,Power Company of Karnataka Ltd (PCKL) [100.0%],https://www.gem.wiki/Ghataprabha_power_station,
1/23/2024,Ghataprabha power station,Ghataprabha power station,"Vantamuri, Hukkeri, Belgaum, Karnataka, India",16.23,74.6,approximate,Unit 1,cancelled,coal - unknown,660,supercritical,,,Power Company of Karnataka Ltd (PCKL) [100.0%],https://www.gem.wiki/Ghataprabha_power_station,
1/23/2024,Ghogarpalli Ultra Mega Power Project,Ghogarpalli Ultra Mega Power Project,"Ghogarpalli, Odisha, India",20.083,83.2,approximate,Unit 1,cancelled,coal - unknown,4000,unknown,,,Ghogarpalli Integrated Power Co Ltd [100.0%],https://www.gem.wiki/Ghogarpalli_Ultra_Mega_Power_Project,
1/23/2024,Ghugus power station,Ghugus power station,"Usegaon, Chandrapur, Chandrapur, Maharashtra, India",19.92949,79.133159,exact,Unit 2,operating,coal - waste coal,60,subcritical,2012,,Gupta Energy Pvt Ltd [100.0%],https://www.gem.wiki/Ghugus_power_station,
1/23/2024,Ghugus power station,Ghugus power station,"Usegaon, Chandrapur, Chandrapur, Maharashtra, India",19.92949,79.133159,exact,Phase II,cancelled,coal - waste coal,540,subcritical,,,Gupta Energy Pvt Ltd [100.0%],https://www.gem.wiki/Ghugus_power_station,
1/23/2024,Ghugus power station,Ghugus power station,"Usegaon, Chandrapur, Chandrapur, Maharashtra, India",19.92949,79.133159,exact,Unit 1,operating,coal - waste coal,60,subcritical,2012,,Gupta Energy Pvt Ltd [100.0%],https://www.gem.wiki/Ghugus_power_station,
1/23/2024,Ghuman power station (Prosperous Energy),Ghuman power station (Prosperous Energy),"Ghuman, Jawa, Rewa, Madhya Pradesh, India",24.963897,81.490368,approximate,Unit 1,cancelled,coal - unknown,600,unknown,,,Prosperous Energy Pvt Ltd [100.0%],https://www.gem.wiki/Ghuman_power_station_(Prosperous_Energy),
1/23/2024,Ghuman power station (Prosperous Energy),Ghuman power station (Prosperous Energy),"Ghuman, Jawa, Rewa, Madhya Pradesh, India",24.963897,81.490368,approximate,Unit 2,cancelled,coal - unknown,600,unknown,,,Prosperous Energy Pvt Ltd [100.0%],https://www.gem.wiki/Ghuman_power_station_(Prosperous_Energy),
1/23/2024,Tilaun power station (Reliable Thermal),Ghuman/Tilaun power station (Reliable Thermal),"Ghuman, Jawa, Rewa, Madhya Pradesh, India",24.963897,81.490368,approximate,Unit 2,cancelled,coal - unknown,660,unknown,,,Reliable Thermal Power [100.0%],https://www.gem.wiki/Ghuman/Tilaun_power_station_(Reliable_Thermal),
1/23/2024,Tilaun power station (Reliable Thermal),Ghuman/Tilaun power station (Reliable Thermal),"Ghuman, Jawa, Rewa, Madhya Pradesh, India",24.963897,81.490368,approximate,Unit 1,cancelled,coal - unknown,660,unknown,,,Reliable Thermal Power [100.0%],https://www.gem.wiki/Ghuman/Tilaun_power_station_(Reliable_Thermal),
1/23/2024,Gidderbaha power station,Gidderbaha power station,"Ghagga, Muktsar, Punjab state, India",30.0208,76.1025,approximate,Unit 1,cancelled,coal - unknown,2640,supercritical,,,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/Gidderbaha_power_station,
1/23/2024,Giral power station,Giral power station,"Giral, Sheo, Barmer, Rajasthan, India",26.045717,71.254096,exact,Unit 2,operating,coal - lignite,125,subcritical,2009,,Rajasthan RV Utpadan Nigam [100.0%],https://www.gem.wiki/Giral_power_station,
1/23/2024,Giral power station,Giral power station,"Giral, Sheo, Barmer, Rajasthan, India",26.045717,71.254096,exact,Unit 1,operating,coal - lignite,125,subcritical,2007,,Rajasthan RV Utpadan Nigam [100.0%],https://www.gem.wiki/Giral_power_station,
1/23/2024,Girye Ultra Mega Power Project,Girye Ultra Mega Power Project,"Girye, Sindhudurg, Maharashtra, India",16.527161,73.326656,approximate,Unit 1,cancelled,coal - unknown,4000,unknown,,,Coastal Maharashtra Mega Power Ltd (CMMPL) [100.0%],https://www.gem.wiki/Girye_Ultra_Mega_Power_Project,
1/23/2024,GNDTP Bathinda power station,GNDTP Bathinda power station,"Bathinda, Bathinda, Bathinda, Punjab state, India",30.233889,74.924408,exact,Unit 1,retired,coal - bituminous,110,subcritical,1974,2018,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/GNDTP_Bathinda_power_station,
1/23/2024,GNDTP Bathinda power station,GNDTP Bathinda power station,"Bathinda, Bathinda, Bathinda, Punjab state, India",30.233889,74.924408,exact,Unit 4,retired,coal - bituminous,120,subcritical,1979,2018,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/GNDTP_Bathinda_power_station,
1/23/2024,GNDTP Bathinda power station,GNDTP Bathinda power station,"Bathinda, Bathinda, Bathinda, Punjab state, India",30.233889,74.924408,exact,Unit 3,retired,coal - bituminous,120,subcritical,1978,2018,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/GNDTP_Bathinda_power_station,
1/23/2024,GNDTP Bathinda power station,GNDTP Bathinda power station,"Bathinda, Bathinda, Bathinda, Punjab state, India",30.233889,74.924408,exact,Unit 2,retired,coal - bituminous,110,subcritical,1975,2018,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/GNDTP_Bathinda_power_station,
1/23/2024,Gobindpura power station,Gobindpura power station,"Bhupal and Harsinghwala, Mansa, Mansa, Punjab state, India",30.719984,76.083426,approximate,Unit 1,cancelled,coal - unknown,270,unknown,,,Poena Power [100.0%],https://www.gem.wiki/Gobindpura_power_station,
1/23/2024,Gobindpura power station,Gobindpura power station,"Bhupal and Harsinghwala, Mansa, Mansa, Punjab state, India",30.719984,76.083426,approximate,Unit 2,cancelled,coal - unknown,270,unknown,,,Poena Power [100.0%],https://www.gem.wiki/Gobindpura_power_station,
1/23/2024,Gobindpura power station,Gobindpura power station,"Bhupal and Harsinghwala, Mansa, Mansa, Punjab state, India",30.719984,76.083426,approximate,Unit 3,cancelled,coal - unknown,270,unknown,,,Poena Power [100.0%],https://www.gem.wiki/Gobindpura_power_station,
1/23/2024,Gobindpura power station,Gobindpura power station,"Bhupal and Harsinghwala, Mansa, Mansa, Punjab state, India",30.719984,76.083426,approximate,Unit 4,cancelled,coal - unknown,270,unknown,,,Poena Power [100.0%],https://www.gem.wiki/Gobindpura_power_station,
1/23/2024,Gobindpura power station,Gobindpura power station,"Bhupal and Harsinghwala, Mansa, Mansa, Punjab state, India",30.719984,76.083426,approximate,Unit 5,cancelled,coal - unknown,270,unknown,,,Poena Power [100.0%],https://www.gem.wiki/Gobindpura_power_station,
1/23/2024,Godda Project,Godda Project,"Nipania, Sunder Pahari, Godda, Jharkhand, India",24.82786,87.213676,approximate,Unit 2,cancelled,coal - unknown,660,supercritical,,,Jindal Steel & Power Ltd (JSPL) [100.0%],https://www.gem.wiki/Godda_Project,
1/23/2024,Godda Project,Godda Project,"Nipania, Sunder Pahari, Godda, Jharkhand, India",24.82786,87.213676,approximate,Unit 1,cancelled,coal - unknown,660,supercritical,,,Jindal Steel & Power Ltd (JSPL) [100.0%],https://www.gem.wiki/Godda_Project,
1/23/2024,Godhna power station,Godhna power station,"Godhna, Janjgir, Chhattisgarh, India",21.826445,82.604828,approximate,Phase II Unit 1,cancelled,coal - unknown,800,unknown,,,"NTPC Ltd, Karnataka Power Corp Ltd (KPCL)",https://www.gem.wiki/Godhna_power_station,
1/23/2024,Godhna power station,Godhna power station,"Godhna, Janjgir, Chhattisgarh, India",21.826445,82.604828,approximate,Phase I Unit 2,cancelled,coal - unknown,800,supercritical,,,"NTPC Ltd, Karnataka Power Corp Ltd (KPCL)",https://www.gem.wiki/Godhna_power_station,
1/23/2024,Godhna power station,Godhna power station,"Godhna, Janjgir, Chhattisgarh, India",21.826445,82.604828,approximate,Phase I Unit 1,cancelled,coal - unknown,800,supercritical,,,"NTPC Ltd, Karnataka Power Corp Ltd (KPCL)",https://www.gem.wiki/Godhna_power_station,
1/23/2024,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,"Goindwal Sahib, Khadur Sahib, Taran Taran, Punjab state, India",31.38414,75.146503,exact,Unit 3,cancelled,coal - unknown,660,supercritical,,,GVK Energy Ltd [100.0%],https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,
1/23/2024,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,"Goindwal Sahib, Khadur Sahib, Taran Taran, Punjab state, India",31.38414,75.146503,exact,Unit 4,cancelled,coal - unknown,660,supercritical,,,GVK Energy Ltd [100.0%],https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,
1/23/2024,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,"Goindwal Sahib, Khadur Sahib, Taran Taran, Punjab state, India",31.38414,75.146503,exact,Unit 2,operating,coal - unknown,270,subcritical,2016,,GVK Energy Ltd [100.0%],https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,
1/23/2024,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,"Goindwal Sahib, Khadur Sahib, Taran Taran, Punjab state, India",31.38414,75.146503,exact,Unit 1,operating,coal - unknown,270,subcritical,2016,,GVK Energy Ltd [100.0%],https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,
1/23/2024,Gola power station,Gola power station,"Tonagatu, Gola, Ramgarh, Jharkhand, India",23.48362,85.657485,exact,Unit 2,cancelled,coal - unknown,63,circulating fluidized bed,,,Inland Power [100.0%],https://www.gem.wiki/Gola_power_station,
1/23/2024,Gola power station,Gola power station,"Tonagatu, Gola, Ramgarh, Jharkhand, India",23.48362,85.657485,exact,Unit 1,operating,coal - unknown,63,circulating fluidized bed,2014,,Inland Power [100.0%],https://www.gem.wiki/Gola_power_station,
1/23/2024,Gonda power station,Gonda power station,"Turkadih, Mankapur, Gonda, Uttar Pradesh, India",27.03,82.23,approximate,Unit 1,cancelled,coal - unknown,250,unknown,,,NMDC Power [100.0%],https://www.gem.wiki/Gonda_power_station,
1/23/2024,Gonda power station,Gonda power station,"Turkadih, Mankapur, Gonda, Uttar Pradesh, India",27.03,82.23,approximate,Unit 2,cancelled,coal - unknown,250,unknown,,,NMDC Power [100.0%],https://www.gem.wiki/Gonda_power_station,
1/23/2024,Gopuvanipalam Mega Thermal Power Project,Gopuvanipalam Mega Thermal Power Project,"Chinnapuram, Machilipatnam, Krishna, Andhra Pradesh, India",16.18438,81.134933,approximate,Unit 1,cancelled,coal - unknown,1980,supercritical,,,NCC Power Projects Ltd [100.0%],https://www.gem.wiki/Gopuvanipalam_Mega_Thermal_Power_Project,
1/23/2024,"Gopuvanipalam Mega Thermal Power Project (Chinnapuram, Machilipatnam)","Gopuvanipalam Mega Thermal Power Project (Chinnapuram, Machilipatnam)","Chinnapuram, Machilipatnam, Krishna, Andhra Pradesh, India",16.18438,81.134933,approximate,Unit 1,cancelled,unknown,1980,supercritical,,,NCC Power Projects Ltd,"https://www.gem.wiki/Gopuvanipalam_Mega_Thermal_Power_Project_(Chinnapuram,_Machilipatnam)",
1/23/2024,Gorgi power station,Gorgi power station,"Gorgi, Deosar, Singrauli, Madhya Pradesh, India",24.116667,81.933333,exact,Unit 1,cancelled,coal - unknown,660,supercritical,,,DB Power Ltd [100.0%],https://www.gem.wiki/Gorgi_power_station,
1/23/2024,Gorgi power station,Gorgi power station,"Gorgi, Deosar, Singrauli, Madhya Pradesh, India",24.116667,81.933333,exact,Unit 2,cancelled,coal - unknown,660,supercritical,,,DB Power Ltd [100.0%],https://www.gem.wiki/Gorgi_power_station,
1/23/2024,Gorra Thermal Power Plant,Gorra Thermal Power Plant,"Gorra, Pussore, Raigarh, Chhattisgarh, India",21.89304,83.393583,approximate,Unit 1,cancelled,coal - unknown,540,unknown,,,Patni Power Projects [100.0%],https://www.gem.wiki/Gorra_Thermal_Power_Plant,
1/23/2024,Gowdasandra power station,Gowdasandra power station,"Gowdasandra, Gauribidanur, Chikaballapura, Karnataka, India",13.43,77.72,approximate,Unit 1,cancelled,coal - unknown,80,unknown,,,Vakkal Energy [100.0%],https://www.gem.wiki/Gowdasandra_power_station,
1/23/2024,Gowdasandra power station,Gowdasandra power station,"Gowdasandra, Gauribidanur, Chikaballapura, Karnataka, India",13.43,77.72,approximate,Unit 2,cancelled,coal - unknown,80,unknown,,,Vakkal Energy [100.0%],https://www.gem.wiki/Gowdasandra_power_station,
1/23/2024,Gudur Thermal Power Project (Momidi),Gudur Thermal Power Project (Momidi),"Momidi, Chillakur, Nellore, Andhra Pradesh, India",14.130902,79.864683,approximate,Phases I and II,cancelled,coal - unknown,2640,supercritical,,,Pragdisa Power Pvt Ltd [100.0%],https://www.gem.wiki/Gudur_Thermal_Power_Project_(Momidi),
1/23/2024,Gujarat Power Project,Gujarat Power Project,"Valia, Surat, Gujarat, India",21.573757,73.168617,approximate,Unit 1,cancelled,coal - lignite,500,unknown,,,NLC India Ltd [100.0%],https://www.gem.wiki/Gujarat_Power_Project,
1/23/2024,Gulbarga power station,Gulbarga power station,"Firozabad, Gulbarga, Gulbarga, Karnataka, India",17.0854,76.79,approximate,Unit 1,cancelled,coal - unknown,660,subcritical,,,Power Company of Karnataka Ltd (PCKL) [100.0%],https://www.gem.wiki/Gulbarga_power_station,
1/23/2024,Gulbarga power station,Gulbarga power station,"Firozabad, Gulbarga, Gulbarga, Karnataka, India",17.0854,76.79,approximate,Unit 2,cancelled,coal - unknown,660,subcritical,,,Power Company of Karnataka Ltd (PCKL) [100.0%],https://www.gem.wiki/Gulbarga_power_station,
1/23/2024,Gummidipoondi Accord power station,Gummidipoondi Accord power station,"Sirupulalpettai, Gummidipoondi, Thiruvallur, Tamil Nadu, India",13.420278,80.073333,exact,Unit 1,cancelled,coal - unknown,180,subcritical,,,Accord Energy [100.0%],https://www.gem.wiki/Gummidipoondi_Accord_power_station,
1/23/2024,Gummidipoondi Accord power station,Gummidipoondi Accord power station,"Sirupulalpettai, Gummidipoondi, Thiruvallur, Tamil Nadu, India",13.420278,80.073333,exact,Unit 2,cancelled,coal - unknown,180,subcritical,,,Accord Energy [100.0%],https://www.gem.wiki/Gummidipoondi_Accord_power_station,
1/23/2024,Gummidipoondi Kamachi power station,Gummidipoondi Kamachi power station,"Gummidipoondi, Tiruvallur, Tamil Nadu, India",13.424018,80.087457,exact,Unit 1,operating,coal - unknown,35,subcritical,2011,,Kamachi Sponge & Power Corp [100.0%],https://www.gem.wiki/Gummidipoondi_Kamachi_power_station,
1/23/2024,Gummidipoondi Kamachi power station,Gummidipoondi Kamachi power station,"Gummidipoondi, Tiruvallur, Tamil Nadu, India",13.424018,80.087457,exact,Unit 2,operating,coal - unknown,35,subcritical,2012,,Kamachi Sponge & Power Corp [100.0%],https://www.gem.wiki/Gummidipoondi_Kamachi_power_station,
1/23/2024,Gummidipoondi Suryadev power station,Gummidipoondi Suryadev power station,"Suryadev Gummidipoondi steel mill, Gummidipoondi, Tiruvallur, Tamil Nadu, India",13.384779,80.107416,exact,Unit 1,operating,coal - bituminous,80,subcritical,2013,,Suryadev Alloys & Power [100.0%],https://www.gem.wiki/Gummidipoondi_Suryadev_power_station,
1/23/2024,Gummidipoondi Suryadev power station,Gummidipoondi Suryadev power station,"Suryadev Gummidipoondi steel mill, Gummidipoondi, Tiruvallur, Tamil Nadu, India",13.384779,80.107416,exact,Unit 2,operating,coal - bituminous,80,subcritical,2013,,Suryadev Alloys & Power [100.0%],https://www.gem.wiki/Gummidipoondi_Suryadev_power_station,
1/23/2024,Gunipudi power station (NBPL proposal),Gunipudi power station (NBPL proposal),"Gunipudi, Payakaraopet, Visakhapatanam, Andhra Pradesh, India",17.300117,82.614386,approximate,Unit 1,cancelled,coal - unknown,300,unknown,,,Namratha Bizili Pvt Ltd [100.0%],https://www.gem.wiki/Gunipudi_power_station_(NBPL_proposal),
1/23/2024,Gunipudi power station (STEAPL proposal),Gunipudi power station (STEAPL proposal),"Gunipudi, Nakkapalli, Vishakapatnam, Andhra Pradesh, India",17.300117,82.624386,approximate,Unit 2,cancelled,coal - unknown,660,supercritical,,,Suryachakra Group [100.0%],https://www.gem.wiki/Gunipudi_power_station_(STEAPL_proposal),
1/23/2024,Gunipudi power station (STEAPL proposal),Gunipudi power station (STEAPL proposal),"Gunipudi, Nakkapalli, Vishakapatnam, Andhra Pradesh, India",17.300117,82.624386,approximate,Unit 1,cancelled,coal - unknown,660,supercritical,,,Suryachakra Group [100.0%],https://www.gem.wiki/Gunipudi_power_station_(STEAPL_proposal),
1/23/2024,Guru Hargobind Lehra Mohabbat Power Station,Guru Hargobind Lehra Mohabbat Power Station,"Lehra Mohabbat, Bathinda, Bathinda, Punjab state, India",30.266555,75.166097,exact,Unit 3,operating,coal - bituminous,250,subcritical,2008,,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,
1/23/2024,Guru Hargobind Lehra Mohabbat Power Station,Guru Hargobind Lehra Mohabbat Power Station,"Lehra Mohabbat, Bathinda, Bathinda, Punjab state, India",30.266555,75.166097,exact,Unit 5,cancelled,coal - bituminous,500,subcritical,,,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,
1/23/2024,Guru Hargobind Lehra Mohabbat Power Station,Guru Hargobind Lehra Mohabbat Power Station,"Lehra Mohabbat, Bathinda, Bathinda, Punjab state, India",30.266555,75.166097,exact,Unit 2,operating,coal - bituminous,210,subcritical,1998,,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,
1/23/2024,Guru Hargobind Lehra Mohabbat Power Station,Guru Hargobind Lehra Mohabbat Power Station,"Lehra Mohabbat, Bathinda, Bathinda, Punjab state, India",30.266555,75.166097,exact,Unit 4,operating,coal - bituminous,250,subcritical,2010,,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,
1/23/2024,Guru Hargobind Lehra Mohabbat Power Station,Guru Hargobind Lehra Mohabbat Power Station,"Lehra Mohabbat, Bathinda, Bathinda, Punjab state, India",30.266555,75.166097,exact,Unit 1,operating,coal - bituminous,210,subcritical,1997,,Punjab State Power Corp Ltd (PSPCL) [100.0%],https://www.gem.wiki/Guru_Hargobind_Lehra_Mohabbat_Power_Station,
1/23/2024,Haldia Energy power station,Haldia Energy power station,"Baneshwar, Haldia, West Bengal, India",22.060459,88.109748,exact,Unit 3,cancelled,coal - unknown,350,supercritical,,,Haldia Energy Ltd [100.0%],https://www.gem.wiki/Haldia_Energy_power_station,
1/23/2024,Haldia Energy power station,Haldia Energy power station,"Baneshwar, Haldia, West Bengal, India",22.060459,88.109748,exact,Unit 2,operating,coal - unknown,600,subcritical,2015,,Haldia Energy Ltd [100.0%],https://www.gem.wiki/Haldia_Energy_power_station,
1/23/2024,Haldia Energy power station,Haldia Energy power station,"Baneshwar, Haldia, West Bengal, India",22.060459,88.109748,exact,Unit 1,operating,coal - unknown,600,subcritical,2015,,Haldia Energy Ltd [100.0%],https://www.gem.wiki/Haldia_Energy_power_station,
1/23/2024,Hamirpur power station,Hamirpur power station,"Hamirpur and Jobra, Gharghoda, Raigarh, Chhattisgarh, India",22.393333,83.521944,exact,Unit 2,cancelled,coal - unknown,300,subcritical,,,Raigarh Energy [100.0%],https://www.gem.wiki/Hamirpur_power_station,
1/23/2024,Hamirpur power station,Hamirpur power station,"Hamirpur and Jobra, Gharghoda, Raigarh, Chhattisgarh, India",22.393333,83.521944,exact,Unit 1,cancelled,coal - unknown,300,subcritical,,,Raigarh Energy [100.0%],https://www.gem.wiki/Hamirpur_power_station,
1/23/2024,Hanakon Thermal Power Project,Hanakon Thermal Power Project,"Hankon, Karwar, Uttar Kannada, Karnataka, India",14.917915,74.174538,approximate,Unit 1,cancelled,coal - unknown,450,unknown,,,Ind-Barath Energy (Utkal) Ltd [100.0%],https://www.gem.wiki/Hanakon_Thermal_Power_Project,
1/23/2024,Harduaganj power station,Harduaganj power station,"Jawan Vajidpur, Koil, Aligarh, Uttar Pradesh, India",28.0175,78.13,exact,Unit 5,retired,coal - bituminous,60,subcritical,1977,2017,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Harduaganj_power_station,
1/23/2024,Harduaganj power station,Harduaganj power station,"Jawan Vajidpur, Koil, Aligarh, Uttar Pradesh, India",28.0175,78.13,exact,Unit 10,operating,coal - unknown,660,supercritical,2022,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Harduaganj_power_station,
1/23/2024,Harduaganj power station,Harduaganj power station,"Jawan Vajidpur, Koil, Aligarh, Uttar Pradesh, India",28.0175,78.13,exact,Unit 1,retired,coal - bituminous,50,subcritical,1968,2001,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Harduaganj_power_station,
1/23/2024,Harduaganj power station,Harduaganj power station,"Jawan Vajidpur, Koil, Aligarh, Uttar Pradesh, India",28.0175,78.13,exact,Unit 9,operating,coal - bituminous,250,subcritical,2012,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Harduaganj_power_station,
1/23/2024,Harduaganj power station,Harduaganj power station,"Jawan Vajidpur, Koil, Aligarh, Uttar Pradesh, India",28.0175,78.13,exact,Unit 3,retired,coal - bituminous,60,subcritical,1972,2000,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Harduaganj_power_station,
1/23/2024,Harduaganj power station,Harduaganj power station,"Jawan Vajidpur, Koil, Aligarh, Uttar Pradesh, India",28.0175,78.13,exact,Unit 4,retired,coal - bituminous,60,subcritical,1972,2007,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Harduaganj_power_station,
1/23/2024,Harduaganj power station,Harduaganj power station,"Jawan Vajidpur, Koil, Aligarh, Uttar Pradesh, India",28.0175,78.13,exact,Unit 8,operating,coal - bituminous,250,subcritical,2011,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Harduaganj_power_station,
1/23/2024,Harduaganj power station,Harduaganj power station,"Jawan Vajidpur, Koil, Aligarh, Uttar Pradesh, India",28.0175,78.13,exact,Unit 7,operating,coal - bituminous,110,subcritical,1978,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Harduaganj_power_station,
1/23/2024,Hari Hareshwar power station (Veshvi and Bankot),Hari Hareshwar power station (Veshvi and Bankot),"Veshvi, Mandangad, Ratnagiri, Maharashtra, India",17.979579,73.051596,approximate,Unit 1,cancelled,coal - unknown,800,unknown,,,Hari Hareshwar Power Co [100.0%],https://www.gem.wiki/Hari_Hareshwar_power_station_(Veshvi_and_Bankot),
1/23/2024,Hari Hareshwar power station (Veshvi and Bankot),Hari Hareshwar power station (Veshvi and Bankot),"Veshvi, Mandangad, Ratnagiri, Maharashtra, India",17.979579,73.051596,approximate,Unit 2,cancelled,coal - unknown,800,unknown,,,Hari Hareshwar Power Co [100.0%],https://www.gem.wiki/Hari_Hareshwar_power_station_(Veshvi_and_Bankot),
1/23/2024,Hasdeo Thermal Power Station,Hasdeo Thermal Power Station,"Kusmunda, Katghora, Korba, Chhattisgarh, India",22.412536,82.682187,exact,Expansion Unit 1,pre-permit,coal - bituminous,660,supercritical,,,Chhattisgarh State Power Generation Co Ltd (CSPGCL) [100.0%],https://www.gem.wiki/Hasdeo_Thermal_Power_Station,
1/23/2024,Hasdeo Thermal Power Station,Hasdeo Thermal Power Station,"Kusmunda, Katghora, Korba, Chhattisgarh, India",22.412536,82.682187,exact,Expansion Unit 2,pre-permit,coal - bituminous,660,supercritical,,,Chhattisgarh State Power Generation Co Ltd (CSPGCL) [100.0%],https://www.gem.wiki/Hasdeo_Thermal_Power_Station,
1/23/2024,Hasdeo Thermal Power Station,Hasdeo Thermal Power Station,"Kusmunda, Katghora, Korba, Chhattisgarh, India",22.412536,82.682187,exact,Stage III Unit 5,operating,coal - bituminous,500,subcritical,2013,,Chhattisgarh State Power Generation Co Ltd (CSPGCL) [100.0%],https://www.gem.wiki/Hasdeo_Thermal_Power_Station,
1/23/2024,Hasdeo Thermal Power Station,Hasdeo Thermal Power Station,"Kusmunda, Katghora, Korba, Chhattisgarh, India",22.412536,82.682187,exact,Stage II Unit 3,operating,coal - bituminous,210,subcritical,1985,,Chhattisgarh State Power Generation Co Ltd (CSPGCL) [100.0%],https://www.gem.wiki/Hasdeo_Thermal_Power_Station,
